Nombre,Especie,Descripción,Sector,Índice de referencia,País de origen,Moneda,Mercado,Fecha,Cierre,Apertura,Máximo,Mínimo,Volumen,Variación diaria %
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/31/2025,69.2,69.01,69.46,69,404.14K,3.83%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/30/2025,66.65,66.8,67.07,66.56,169.78K,0.06%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/29/2025,66.61,66.65,66.94,66.24,438.49K,0.65%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/28/2025,66.18,65.82,66.24,65.69,466.61K,-0.71%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/24/2025,66.65,66.63,66.8,66.26,445.58K,0.32%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/23/2025,66.44,66.88,66.88,66.26,283.81K,-1.86%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/22/2025,67.7,67.76,67.78,67.35,515.49K,0.10%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/21/2025,67.63,66.85,67.83,66.3,440.70K,0.73%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/20/2025,67.14,67,67.31,66.59,293.74K,0.36%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/17/2025,66.9,66.85,67.23,66.83,755.98K,0.07%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/16/2025,66.85,66.15,67.1,66.1,362.83K,2.96%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/15/2025,64.93,64.73,65.21,64.64,209.11K,1.29%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/14/2025,64.1,63.8,64.4,63.5,438.33K,0.50%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/13/2025,63.78,63.36,63.82,63.29,261.82K,0.09%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/10/2025,63.72,63.3,63.77,63.1,199.39K,1.59%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/9/2025,62.72,62.65,63.27,62.63,243.31K,2.57%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/8/2025,61.15,61.15,61.7,60.96,341.70K,0.81%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/7/2025,60.66,60.5,60.72,60.37,198.18K,-0.39%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/6/2025,60.9,61.39,61.39,60.9,173.12K,-2.03%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/3/2025,62.16,61.61,62.25,61.61,251.56K,3.17%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,1/2/2025,60.25,60.1,60.56,59.93,114.16K,1.19%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/31/2024,59.54,59.55,59.62,59.21,194.42K,-2.07%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/30/2024,60.8,60.99,61.2,60.73,231.91K,-0.65%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/27/2024,61.2,61.45,61.67,61,130.38K,-0.44%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/24/2024,61.47,60.9,61.47,60.9,102.20K,0.46%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/23/2024,61.19,60.8,61.3,60.63,411.75K,3.33%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/20/2024,59.22,59.51,59.51,58.92,1.85M,-1.64%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/19/2024,60.21,60.5,60.5,59.89,1.08M,-3.60%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/18/2024,62.46,62.74,62.86,62.45,544.10K,-0.16%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/17/2024,62.56,62.73,62.85,62.38,449.84K,-0.54%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/16/2024,62.9,63.57,63.79,62.63,612.43K,-3.57%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/13/2024,65.23,65.03,65.4,64.55,421.46K,-0.64%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/12/2024,65.65,66.17,66.77,65.65,705.63K,0.35%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/11/2024,65.42,65.01,65.46,64.72,471.08K,-0.29%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/10/2024,65.61,65.09,65.78,65.05,562.48K,2.44%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/9/2024,64.05,64.15,64.41,63.8,413.28K,0.03%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/6/2024,64.03,63.49,64.14,63.17,414.43K,-0.56%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/5/2024,64.39,64.25,64.76,64.25,398.22K,-0.31%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/4/2024,64.59,63.79,64.95,63.76,589.92K,2.75%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/3/2024,62.86,63.15,63.38,62.81,396.30K,-0.14%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,12/2/2024,62.95,64.37,64.37,62.95,404.75K,-3.29%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/29/2024,65.09,64.5,65.09,64.13,282.25K,1.48%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/28/2024,64.14,64.72,64.72,64.11,228.36K,-1.37%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/27/2024,65.03,64.81,65.34,64.67,215.40K,0.98%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/26/2024,64.4,63.97,65.04,63.97,704.99K,-0.54%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/25/2024,64.75,67,67,64.75,1.06M,-2.89%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/22/2024,66.68,66.65,66.9,66.39,194.61K,1.37%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/21/2024,65.78,66,66.48,65.78,322.99K,-0.17%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/20/2024,65.89,66.48,66.69,65.89,711.56K,0.95%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/19/2024,65.27,64.87,65.89,64.82,572.70K,2.00%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/18/2024,63.99,63.01,64.31,63.01,405.29K,1.36%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/15/2024,63.13,62.89,63.2,62.87,813.38K,0.59%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/14/2024,62.76,63.24,63.5,62.6,1.02M,-1.23%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/13/2024,63.54,62.37,63.78,62.35,775.42K,-0.97%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/12/2024,64.16,63.03,64.48,62.88,761.63K,-4.58%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/11/2024,67.24,67.75,68.3,67.24,669.89K,0.04%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/8/2024,67.21,67.47,67.83,67.21,315.25K,1.20%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/7/2024,66.41,67.7,67.7,66.34,998.32K,-4.25%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/6/2024,69.36,69.4,69.75,68.96,511.90K,0.92%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/5/2024,68.73,68.88,69.41,68.6,278.13K,-0.33%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/4/2024,68.96,69.4,69.76,68.88,439.43K,-0.27%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,11/1/2024,69.15,69.1,69.28,68.78,477.71K,-2.55%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/31/2024,70.96,71.8,71.8,70.96,452.45K,-2.54%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/30/2024,72.81,73.2,73.25,72.31,699.62K,-1.62%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/29/2024,74.01,73.2,74.69,73.14,1.20M,1.94%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/28/2024,72.6,72.51,73.58,72.12,2.31M,2.63%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/25/2024,70.74,73.38,73.7,70.74,2.62M,-13.59%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/24/2024,81.87,82.95,83.24,79.74,1.04M,-6.27%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/23/2024,87.35,87.41,87.57,86.8,607.78K,1.04%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/22/2024,86.45,86.1,87,85.94,373.66K,-0.31%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/21/2024,86.72,85.5,86.79,85.44,695.97K,2.69%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/18/2024,84.45,84.2,84.72,83.81,1.04M,0.82%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/17/2024,83.76,84.32,84.5,83.52,539.59K,0.65%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/16/2024,83.22,82.84,83.83,82.84,724.03K,2.58%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/15/2024,81.13,81.06,81.58,81.05,330.08K,0.81%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/14/2024,80.48,80.02,80.51,79.72,305.44K,0.98%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/11/2024,79.7,78.91,79.83,78.91,285.94K,2.11%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/10/2024,78.05,78.53,78.77,77.86,278.79K,-0.94%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/9/2024,78.79,78.13,79.97,77.95,1.24M,0.87%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/8/2024,78.11,77.9,78.45,77.78,292.22K,-0.09%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/7/2024,78.18,78,78.66,77.9,246.91K,0.26%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/4/2024,77.98,77.26,77.98,77.03,298.09K,-0.33%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/3/2024,78.24,78.53,78.8,78.14,757.76K,0.04%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/2/2024,78.21,78.6,79.18,78.18,725.42K,1.31%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,10/1/2024,77.2,77.17,77.73,76.91,648.75K,-0.92%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/30/2024,77.92,78.4,78.4,77.45,683.95K,-2.75%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/27/2024,80.12,80.5,80.75,80.12,381.37K,-0.64%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/26/2024,80.64,80.98,81.09,80.43,629.99K,0.37%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/25/2024,80.34,80.6,81.18,80.3,837.32K,1.15%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/24/2024,79.43,79.73,80.22,79.43,572.35K,-0.53%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/23/2024,79.85,79.48,79.89,79.37,389.64K,1.55%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/20/2024,78.63,78.55,78.63,78.08,3.02M,-0.47%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/19/2024,79,78.9,79,78.52,672.31K,0.19%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/18/2024,78.85,78.54,78.98,78.54,356.28K,0.82%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/17/2024,78.21,79.08,79.35,78.21,916.89K,-1.80%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/16/2024,79.64,80,80.06,79.45,693.07K,1.19%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/13/2024,78.7,78.73,79,78.35,830.10K,3.87%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/12/2024,75.77,76.29,76.36,75.43,520.17K,-1.39%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/11/2024,76.84,77,77.48,76.6,1.01M,0.87%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/10/2024,76.18,76.21,76.74,76.07,427.25K,1.29%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/9/2024,75.21,75.56,75.94,74.97,445.38K,-2.59%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/6/2024,77.21,77.2,77.47,76.76,523.29K,0.51%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/5/2024,76.82,76.72,76.89,76.41,268.87K,-0.09%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/4/2024,76.89,77.4,77.47,76.8,519.42K,-1.90%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/3/2024,78.38,77.37,78.41,77.37,310.01K,1.12%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,9/2/2024,77.51,78.34,78.71,77.51,1.06M,-0.97%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/30/2024,78.27,78.45,78.81,78.14,1.11M,2.53%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/29/2024,76.34,76.1,76.67,75.93,331.53K,-0.29%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/28/2024,76.56,77.12,77.46,76.56,437.12K,-0.23%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/27/2024,76.74,76.57,76.83,76.4,250.31K,0.21%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/26/2024,76.58,76.84,76.95,76.5,262.99K,-0.53%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/23/2024,76.99,76.65,77.17,76.57,665.95K,0.29%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/22/2024,76.77,76.95,77.28,76.55,204.23K,0.00%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/21/2024,76.77,75.77,76.77,75.77,519.26K,1.32%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/20/2024,75.77,76,76.05,75.69,480.63K,1.16%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/19/2024,74.9,75,75.39,74.59,760.45K,1.05%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/16/2024,74.12,74.81,74.88,73.79,675.96K,-0.36%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/15/2024,74.39,74.1,74.48,74.1,627.56K,0.95%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/14/2024,73.69,74.1,74.1,73.58,512.40K,0.05%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/13/2024,73.65,73.78,74.51,73.59,559.45K,1.45%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/12/2024,72.6,72.6,72.75,72,280.31K,0.32%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/9/2024,72.37,72.5,72.89,72.18,361.44K,1.61%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/8/2024,71.22,70.64,71.22,69.82,605.49K,-2.25%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/7/2024,72.86,72.38,73.21,72.32,468.19K,1.00%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/6/2024,72.14,72.81,72.84,71.64,449.96K,-3.41%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/5/2024,74.69,73.69,74.99,73.21,451.28K,-1.98%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/2/2024,76.2,74.99,76.23,74.8,1.15M,1.48%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,8/1/2024,75.09,74.94,75.45,74.6,511.55K,1.96%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/31/2024,73.65,72.49,73.65,72.25,492.74K,1.95%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/30/2024,72.24,71.36,72.24,71.31,320.36K,0.75%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/29/2024,71.7,72.64,72.83,71.61,594.76K,0.70%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/26/2024,71.2,69.99,71.2,69.59,721.23K,-1.52%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/25/2024,72.3,72.28,73.27,72.03,1.11M,1.26%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/24/2024,71.4,70.57,71.8,70.46,722.36K,0.83%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/23/2024,70.81,71.01,71.07,70.72,300.51K,0.51%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/22/2024,70.45,69.92,70.69,69.89,335.05K,0.33%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/19/2024,70.22,70.01,70.49,70.01,224.14K,-2.80%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/18/2024,72.24,71.67,72.24,71.66,344.24K,0.98%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/17/2024,71.54,71.79,72.1,71.26,502.29K,1.79%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/16/2024,70.28,70.52,70.7,70.04,430.33K,0.40%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/15/2024,70,69.75,70.08,69.58,464.62K,0.72%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/12/2024,69.5,70,70,69.37,709.71K,2.84%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/11/2024,67.58,67.05,67.78,67.05,570.81K,3.78%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/10/2024,65.12,65.01,65.43,64.85,161.12K,-0.63%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/9/2024,65.53,65.51,65.73,65.31,303.08K,-0.12%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/8/2024,65.61,65.68,66.16,65.52,345.76K,0.94%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/5/2024,65,64.72,65,64.5,234.71K,0.48%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/4/2024,64.69,64.56,64.87,64.54,334.67K,3.22%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/3/2024,62.67,62.5,62.67,62.32,114.00K,0.55%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/2/2024,62.33,62.38,62.63,62.14,370.36K,-0.27%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,7/1/2024,62.5,62.8,62.88,62.3,217.07K,-1.53%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/28/2024,63.47,62.95,63.48,62.94,762.83K,1.68%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/27/2024,62.42,62,62.53,62,913.90K,0.92%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/26/2024,61.85,62.82,63.16,61.85,465.86K,-3.21%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/25/2024,63.9,63.75,63.98,63.58,476.76K,1.12%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/24/2024,63.19,63.87,63.92,63.03,408.84K,-2.30%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/21/2024,64.68,64.45,64.87,64.35,2.04M,2.05%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/20/2024,63.38,62.71,63.5,62.53,477.63K,1.02%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/19/2024,62.74,62.78,63.2,62.72,304.49K,0.51%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/18/2024,62.42,61.75,62.55,61.67,638.78K,2.16%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/17/2024,61.1,61.5,61.63,61.09,524.39K,0.41%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/14/2024,60.85,60.75,60.99,60.4,568.11K,-0.43%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/13/2024,61.11,61.33,61.71,61,605.50K,-0.16%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/12/2024,61.21,61.31,61.53,61.13,368.92K,-0.46%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/11/2024,61.49,62.06,62.21,61.38,1.29M,-3.32%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/7/2024,63.6,63.51,64.16,63.5,1.02M,2.91%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/6/2024,61.8,61.55,61.89,61.3,705.88K,1.33%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/5/2024,60.99,60.8,61.15,60.49,872.86K,-2.49%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/4/2024,62.55,62.52,62.73,62.34,779.95K,0.35%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,6/3/2024,62.33,62.88,63.14,62.27,820.46K,-0.19%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/31/2024,62.45,62.98,63.25,62.45,3.72M,0.71%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/30/2024,62.01,62.78,62.88,61.97,777.99K,-2.19%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/29/2024,63.4,63.35,63.9,63.35,441.46K,-0.24%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/28/2024,63.55,63.67,64.17,63.55,752.25K,0.32%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/27/2024,63.35,63.24,63.59,63.01,412.59K,1.34%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/24/2024,62.51,62.25,62.63,62.25,850.81K,-0.86%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/23/2024,63.05,62.91,63.84,62.79,1.22M,-3.81%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/22/2024,65.55,65.72,66.01,65.3,707.26K,-0.30%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/21/2024,65.75,66.16,66.31,65.5,1.29M,-0.93%
Newmont Goldcorp ,NEM,Productor de Metales,Minería,GOLD,United State,USD,NYSE,5/20/2024,66.37,64.89,66.5,64.8,994.55K,4.00%
